InputSize,Algorithm,Type,ThreadCount,TimeGenData,TimeSort,TimeVerify,TimeTotal,IsSorted
1000000,merge,mta,2,5.1032,75.7148,0.123231,80.9412,1
1000000,merge,mta,2,5.25103,75.6301,0.125965,81.0071,1
1000000,merge,mta,2,5.12798,75.7177,0.123261,80.969,1
1000000,merge,mta,2,5.26512,75.562,0.124413,80.9515,1
1000000,merge,mta,2,5.34234,76.5465,0.125765,82.0146,1
1000000,merge,mta,2,5.16519,75.6309,0.123251,80.9193,1
1000000,merge,mta,2,5.14147,76.7431,0.127919,82.0125,1
1000000,merge,mta,2,5.2643,76.2654,0.12845,81.6581,1
1000000,merge,mta,2,5.31388,75.7571,0.126867,81.1979,1
1000000,merge,mta,2,5.18609,75.6766,0.124623,80.9873,1
1000000,merge,mta,2,5.13398,79.7081,0.132148,84.9742,1
1000000,merge,mta,2,5.93205,77.5944,0.124062,83.6505,1
1000000,merge,mta,2,5.16541,75.611,0.123831,80.9002,1
1000000,merge,mta,2,5.08172,75.8113,0.128962,81.022,1
1000000,merge,mta,2,5.19584,75.6899,0.126957,81.0127,1
1000000,merge,mta,2,5.25988,78.7094,0.127328,84.0967,1
1000000,merge,mta,2,5.22543,75.7932,0.127679,81.1464,1
1000000,merge,mta,2,5.15477,76.4391,0.156783,81.7507,1
1000000,merge,mta,2,5.218,76.328,0.135974,81.682,1
1000000,merge,mta,2,5.23816,75.6938,0.125044,81.057,1
1000000,merge,mta,2,5.24636,76.5685,0.125054,81.9399,1
1000000,merge,mta,2,5.27427,76.4956,0.124654,81.8945,1
1000000,merge,mta,2,5.16796,76.2937,0.262181,81.7239,1
1000000,merge,mta,2,5.19418,79.1464,0.120917,84.4615,1
1000000,merge,mta,2,5.25269,76.4929,0.126466,81.872,1
1000000,merge,mta,2,5.35195,78.4209,0.125454,83.8983,1
1000000,merge,mta,2,5.18482,76.2296,0.121337,81.5357,1
1000000,merge,mta,2,5.22892,76.0421,0.186198,81.4572,1
1000000,merge,mta,2,5.20279,77.8688,0.124533,83.1962,1
1000000,merge,mta,2,5.21564,79.1041,0.35261,84.6723,1
1000000,merge,mta,2,5.23739,80.7768,0.371285,86.3854,1
1000000,merge,mta,2,5.65965,81.2356,0.121578,87.0169,1
1000000,merge,mta,2,5.34823,86.4336,1.0517,92.8335,1
1000000,merge,mta,2,6.03797,89.5937,0.170569,95.8022,1
1000000,merge,mta,2,5.8951,85.7082,0.246321,91.8496,1
1000000,merge,mta,3,5.86182,60.9979,0.111869,66.9716,1
1000000,merge,mta,3,5.86577,63.7415,0.095259,69.7025,1
1000000,merge,mta,3,5.87912,61.0792,0.183393,67.1417,1
1000000,merge,mta,3,5.83017,60.5269,0.09619,66.4533,1
1000000,merge,mta,3,5.82287,61.0538,0.241943,67.1186,1
1000000,merge,mta,3,5.96452,59.0967,0.092203,65.1534,1
1000000,merge,mta,3,5.1422,55.8282,0.086803,61.0572,1
1000000,merge,mta,3,5.3721,57.5776,0.089347,63.0391,1
1000000,merge,mta,3,5.37297,53.3146,0.090249,58.7778,1
1000000,merge,mta,3,5.21122,53.5379,0.086201,58.8354,1
1000000,merge,mta,3,5.25963,57.8283,0.086852,63.1748,1
1000000,merge,mta,3,5.09909,58.03,0.118402,63.2475,1
1000000,merge,mta,3,5.17219,61.1726,0.095559,66.4404,1
1000000,merge,mta,3,5.9248,63.2931,0.094176,69.3121,1
1000000,merge,mta,3,6.12754,64.4288,0.098655,70.655,1
1000000,merge,mta,3,5.85885,64.7671,0.158707,70.7846,1
1000000,merge,mta,3,5.96191,64.0887,0.09653,70.1471,1
1000000,merge,mta,3,6.06067,63.2896,0.097302,69.4475,1
1000000,merge,mta,3,5.81027,64.8788,0.093355,70.7825,1
1000000,merge,mta,3,6.14121,63.3363,0.169376,69.6469,1
1000000,merge,mta,3,6.67452,61.6542,0.097412,68.4262,1
1000000,merge,mta,3,6.06094,64.8697,0.09616,71.0268,1
1000000,merge,mta,3,6.49842,61.2241,0.095879,67.8184,1
1000000,merge,mta,3,5.78489,64.0218,0.10714,69.9138,1
1000000,merge,mta,3,6.297,60.3326,0.095278,66.7248,1
1000000,merge,mta,3,6.08204,63.6601,0.093474,69.8357,1
1000000,merge,mta,3,5.93948,54.2533,0.086362,60.2792,1
1000000,merge,mta,3,5.2513,65.3257,0.100008,70.677,1
1000000,merge,mta,3,6.14163,70.1368,0.097272,76.3757,1
1000000,merge,mta,3,7.32066,69.7419,0.107221,77.1698,1
1000000,merge,mta,3,6.22072,69.6798,0.099887,76.0004,1
1000000,merge,mta,3,5.95574,60.8298,0.101891,66.8875,1
1000000,merge,mta,3,5.93642,70.0616,0.098665,76.0967,1
1000000,merge,mta,3,5.88125,61.086,0.084829,67.0521,1
1000000,merge,mta,3,5.88013,53.6939,0.090138,59.6642,1
1000000,merge,mta,3,5.24311,55.4204,0.086401,60.7499,1
1000000,merge,mta,3,5.33732,54.9019,0.098695,60.3379,1
1000000,merge,mta,3,6.06806,67.3937,0.186609,73.6483,1
1000000,merge,mta,3,6.05514,73.0449,0.469799,79.5698,1
1000000,merge,mta,3,6.41833,64.915,0.137437,71.4708,1
1000000,merge,mta,3,6.05711,62.8593,0.095689,69.0121,1
1000000,merge,mta,3,6.07312,63.9033,0.095368,70.0718,1
1000000,merge,mta,3,6.02472,61.5013,0.093866,67.6199,1
1000000,merge,mta,3,6.02771,60.61,0.094106,66.7318,1
1000000,merge,mta,3,5.91708,58.5902,0.096,64.6033,1
1000000,merge,mta,3,6.11229,64.0675,0.282228,70.462,1
1000000,merge,mta,3,6.13822,60.7054,0.098254,66.9419,1
1000000,merge,mta,3,6.17718,63.4774,0.32601,69.9806,1
1000000,merge,mta,3,6.20934,59.7868,0.314819,66.311,1
1000000,merge,mta,3,6.34139,59.8701,0.147265,66.3587,1
1000000,merge,mta,3,6.23234,63.6707,0.09612,69.9991,1
1000000,merge,mta,3,5.90324,53.1283,0.09077,59.1223,1
1000000,merge,mta,3,5.27656,53.252,0.087914,58.6165,1
1000000,merge,mta,3,5.31077,53.1486,0.088145,58.5475,1
1000000,merge,mta,3,5.28832,53.9164,0.090078,59.2948,1
1000000,merge,mta,3,5.52881,53.1915,0.09115,58.8114,1
1000000,merge,mta,3,5.19413,53.4023,0.085319,58.6817,1
1000000,merge,mta,3,5.31787,55.9846,0.111098,61.4135,1
1000000,merge,mta,3,5.5206,54.0064,0.091942,59.619,1
1000000,merge,mta,3,5.21715,53.1064,0.091541,58.415,1
1000000,merge,mta,3,5.19436,52.1979,0.101109,57.4934,1
1000000,merge,mta,3,5.18377,52.1355,0.088726,57.408,1
1000000,merge,mta,3,5.17941,57.5561,0.089698,62.8252,1
1000000,merge,mta,3,5.22781,53.1094,0.09057,58.4278,1
1000000,merge,mta,3,5.08799,52.4025,0.091161,57.5816,1
1000000,merge,mta,3,5.30956,56.8317,0.088275,62.2296,1
1000000,merge,mta,3,5.6479,60.1901,0.0963,65.9343,1
1000000,merge,mta,3,5.08737,52.844,0.088376,58.0197,1
1000000,merge,mta,3,5.23453,53.124,0.089628,58.4482,1
1000000,merge,mta,3,5.15209,53.4034,0.089738,58.6453,1
1000000,merge,mta,3,5.42762,52.6226,0.08538,58.1356,1
1000000,merge,mta,3,5.19499,52.1721,0.097422,57.4645,1
1000000,merge,mta,3,5.25193,55.4177,0.091381,60.761,1
1000000,merge,mta,3,5.22267,53.8903,0.088776,59.2017,1
1000000,merge,mta,3,5.44231,52.8499,0.09081,58.3831,1
1000000,merge,mta,3,5.32999,52.8864,0.093826,58.3102,1
1000000,merge,mta,3,5.21325,56.1158,0.091051,61.4201,1
1000000,merge,mta,3,5.18304,54.0416,0.092112,59.3168,1
1000000,merge,mta,3,5.22548,53.2421,0.099115,58.5667,1
1000000,merge,mta,3,6.00237,58.2782,0.089959,64.3705,1
1000000,merge,mta,3,5.60399,61.9899,0.089468,67.6833,1
1000000,merge,mta,3,5.31476,58.0493,0.100879,63.4649,1
1000000,merge,mta,3,5.34016,62.1994,0.105587,67.6451,1
1000000,merge,mta,3,5.31401,56.0137,0.09083,61.4185,1
1000000,merge,mta,3,5.2696,58.096,0.088045,63.4536,1
1000000,merge,mta,3,5.25989,52.6928,0.09086,58.0436,1
1000000,merge,mta,3,5.30961,53.0836,0.091021,58.4842,1
1000000,merge,mta,3,5.40556,53.5907,0.085931,59.0822,1
1000000,merge,mta,3,5.18756,56.9949,0.096861,62.2793,1
1000000,merge,mta,3,5.14877,53.202,0.089989,58.4408,1
1000000,merge,mta,3,5.22571,75.0723,0.08571,80.3837,1
1000000,merge,mta,3,5.28921,52.9341,0.08546,58.3087,1
1000000,merge,mta,3,5.61736,60.9902,0.086371,66.6939,1
1000000,merge,mta,3,5.67742,62.3898,0.096981,68.1642,1
1000000,merge,mta,3,5.84335,57.9702,0.086642,63.9002,1
1000000,merge,mta,3,5.31437,53.0377,0.095569,58.4477,1
1000000,merge,mta,3,5.17621,53.7808,0.0856,59.0426,1
1000000,merge,mta,3,5.26699,53.5454,0.087674,58.9001,1
1000000,merge,mta,3,5.1892,59.5773,0.095529,64.862,1
1000000,merge,mta,3,6.13925,70.5778,0.236893,76.9539,1
1000000,merge,mta,4,6.15933,53.7539,0.014367,59.9276,1
1000000,merge,mta,4,5.86336,49.4278,0.015158,55.3063,1
1000000,merge,mta,4,6.50425,47.5472,0.035146,54.0866,1
1000000,merge,mta,4,6.5081,44.5907,0.013996,51.1128,1
1000000,merge,mta,4,5.2198,43.0572,0.013946,48.291,1
1000000,merge,mta,4,5.37725,41.9381,0.013755,47.3291,1
1000000,merge,mta,4,5.90548,42.3614,0.013325,48.2802,1
1000000,merge,mta,4,5.30647,40.9184,0.013115,46.238,1
1000000,merge,mta,4,5.8091,44.4881,0.028544,50.3257,1
1000000,merge,mta,4,5.60738,43.397,0.013496,49.0179,1
1000000,merge,mta,4,5.15268,52.2201,0.01587,57.3886,1
1000000,merge,mta,4,6.54179,62.1263,0.013876,68.682,1
1000000,merge,mta,4,6.12046,46.1998,0.022241,52.3425,1
1000000,merge,mta,4,5.95352,46.0399,0.013365,52.0068,1
1000000,merge,mta,4,5.89007,44.254,0.013535,50.1576,1
1000000,merge,mta,4,5.35889,41.3663,0.013866,46.739,1
1000000,merge,mta,4,5.1933,41.7278,0.013425,46.9345,1
1000000,merge,mta,4,5.23028,42.8764,0.013706,48.1204,1
1000000,merge,mta,4,5.29059,50.5456,0.013926,55.8501,1
1000000,merge,mta,4,6.09541,48.8033,0.014316,54.913,1
1000000,merge,mta,4,5.86936,41.9811,0.013505,47.864,1
1000000,merge,mta,4,5.26651,41.5238,0.013645,46.804,1
1000000,merge,mta,4,5.25151,41.7736,0.013094,47.0382,1
1000000,merge,mta,4,5.44309,42.4747,0.013746,47.9316,1
1000000,merge,mta,4,5.39117,41.2572,0.013776,46.6622,1
1000000,merge,mta,4,5.19552,42.4229,0.013355,47.6318,1
1000000,merge,mta,4,5.10474,41.9117,0.012113,47.0286,1
1000000,merge,mta,4,5.275,41.6964,0.013916,46.9853,1
1000000,merge,mta,4,5.16052,41.6857,0.013675,46.8599,1
1000000,merge,mta,4,5.24935,41.3785,0.013835,46.6417,1
1000000,merge,mta,4,5.2279,41.5513,0.011521,46.7908,1
1000000,merge,mta,4,5.16205,42.6377,0.014056,47.8138,1
1000000,merge,mta,4,5.24502,41.6974,0.013846,46.9562,1
1000000,merge,mta,4,5.20673,41.7266,0.013455,46.9467,1
1000000,merge,mta,4,5.29156,58.4295,0.013244,63.7343,1
1000000,merge,mta,4,5.43072,42.4994,0.013525,47.9436,1
1000000,merge,mta,4,5.23738,41.7086,0.012904,46.9589,1
1000000,merge,mta,4,5.13693,41.8847,0.014677,47.0363,1
1000000,merge,mta,4,7.89991,45.1567,0.010891,53.0675,1
1000000,merge,mta,4,5.15431,41.9197,0.013606,47.0876,1
1000000,merge,mta,4,5.23473,41.0711,0.014477,46.3203,1
1000000,merge,mta,4,5.2114,41.7755,0.013556,47.0005,1
1000000,merge,mta,4,5.11431,42.7452,0.014216,47.8737,1
1000000,merge,mta,4,5.24849,41.9293,0.013755,47.1915,1
1000000,merge,mta,4,5.24784,42.3443,0.013876,47.606,1
1000000,merge,mta,4,5.24321,56.3782,0.014277,61.6357,1
1000000,merge,mta,4,5.25591,41.7727,0.013916,47.0425,1
1000000,merge,mta,4,5.20371,42.217,0.013416,47.4341,1
1000000,merge,mta,4,5.23904,42.3634,0.013916,47.6164,1
1000000,merge,mta,4,5.15834,42.8676,0.012002,48.0379,1
1000000,merge,mta,4,5.1165,42.0884,0.014277,47.2191,1
1000000,merge,mta,4,5.25823,41.7068,0.020218,46.9853,1
1000000,merge,mta,4,5.14718,41.924,0.015108,47.0863,1
1000000,merge,mta,4,5.23924,42.725,0.012193,47.9764,1
1000000,merge,mta,4,5.21591,41.8962,0.013225,47.1254,1
1000000,merge,mta,4,5.25913,41.5075,0.014578,46.7812,1
1000000,merge,mta,4,5.28692,41.9108,0.014186,47.2119,1
1000000,merge,mta,4,5.25647,41.8594,0.013315,47.1292,1
1000000,merge,mta,4,5.19907,41.8331,0.013876,47.0461,1
1000000,merge,mta,4,5.3432,41.7083,0.013254,47.0647,1
1000000,merge,mta,4,5.21362,41.7201,0.014267,46.9479,1
1000000,merge,mta,4,5.24249,57.4853,0.013365,62.7412,1
1000000,merge,mta,4,5.22519,42.3869,0.013786,47.6259,1
1000000,merge,mta,4,5.28124,41.7031,0.01598,47.0003,1
1000000,merge,mta,4,5.26755,42.0464,0.013225,47.3272,1
1000000,merge,mta,4,5.28994,42.6128,0.013105,47.9159,1
1000000,merge,mta,4,5.21426,44.2771,0.013745,49.5051,1
1000000,merge,mta,4,5.22027,44.3603,0.017413,49.598,1
1000000,merge,mta,4,5.94767,43.5318,0.012985,49.4925,1
1000000,merge,mta,4,5.27952,42.7534,0.013977,48.0469,1
1000000,merge,mta,4,5.26791,47.3797,0.011431,52.6591,1
1000000,merge,mta,4,5.32185,43.6599,0.012653,48.9944,1
1000000,merge,mta,4,5.31824,42.0734,0.013275,47.4049,1
1000000,merge,mta,4,5.37281,42.0763,0.013585,47.4627,1
1000000,merge,mta,4,5.38176,41.9126,0.019807,47.3142,1
1000000,merge,mta,4,5.25897,41.9218,0.014267,47.195,1
1000000,merge,mta,4,5.44994,41.846,0.013105,47.309,1
1000000,merge,mta,4,5.16683,43.3701,0.013976,48.551,1
1000000,merge,mta,4,5.28182,41.7468,0.022141,47.0508,1
1000000,merge,mta,4,5.25576,41.8417,0.015288,47.1128,1
1000000,merge,mta,4,5.23216,42.3559,0.015169,47.6032,1
1000000,merge,mta,4,5.30316,42.361,0.013515,47.6776,1
1000000,merge,mta,4,5.30634,41.7908,0.013706,47.1108,1
1000000,merge,mta,4,5.28158,41.7025,0.014346,46.9984,1
1000000,merge,mta,4,5.16224,42.7213,0.012934,47.8965,1
1000000,merge,mta,4,5.26025,42.3521,0.013916,47.6263,1
1000000,merge,mta,4,5.23222,41.6956,0.013726,46.9415,1
1000000,merge,mta,4,5.22647,42.3306,0.013976,47.571,1
1000000,merge,mta,4,5.28758,42.12,0.013455,47.4211,1
1000000,merge,mta,4,5.27192,42.5086,0.013314,47.7938,1
1000000,merge,mta,4,5.46787,41.9396,0.012313,47.4198,1
1000000,merge,mta,4,5.36721,41.6996,0.013125,47.0799,1
1000000,merge,mta,4,5.32303,42.4658,0.013525,47.8023,1
1000000,merge,mta,4,5.30162,41.4007,0.013565,46.7159,1
1000000,merge,mta,4,5.20916,41.7943,0.014527,47.018,1
1000000,merge,mta,4,5.07137,41.6989,0.012844,46.7831,1
1000000,merge,mta,4,5.2929,41.8433,0.013465,47.1496,1
1000000,merge,mta,4,5.27906,41.6594,0.013435,46.9519,1
1000000,merge,mta,4,5.31184,41.7478,0.012663,47.0723,1
1000000,merge,mta,4,5.20864,41.8314,0.014046,47.0541,1
1000000,merge,mta,5,5.20972,36.7373,0.056255,42.0033,1
1000000,merge,mta,5,5.27783,35.4504,0.058009,40.7863,1
1000000,merge,mta,5,5.34901,34.3454,0.059491,39.7539,1
1000000,merge,mta,5,5.21093,35.1038,0.057347,40.3721,1
1000000,merge,mta,5,5.14659,34.0819,0.05851,39.2869,1
1000000,merge,mta,5,5.22793,35.0853,0.057738,40.371,1
1000000,merge,mta,5,5.23353,35.6087,0.05855,40.9008,1
1000000,merge,mta,5,5.27023,34.1926,0.057808,39.5207,1
1000000,merge,mta,5,5.35074,34.9259,0.067517,40.3441,1
1000000,merge,mta,5,5.24672,35.1348,0.057678,40.4392,1
1000000,merge,mta,5,5.60021,35.915,0.057688,41.5729,1
1000000,merge,mta,5,5.29524,34.1633,0.057377,39.5159,1
1000000,merge,mta,5,5.41267,34.2586,0.057758,39.729,1
1000000,merge,mta,5,5.21962,33.9978,0.057588,39.275,1
1000000,merge,mta,5,5.33355,36.6079,0.059341,42.0008,1
1000000,merge,mta,5,5.37268,36.2429,0.056516,41.6721,1
1000000,merge,mta,5,5.40672,34.4558,0.057117,39.9196,1
1000000,merge,mta,5,5.34613,34.6067,0.057087,40.0099,1
1000000,merge,mta,5,5.32271,34.8295,0.056436,40.2086,1
1000000,merge,mta,5,5.17918,45.5337,0.057056,50.77,1
1000000,merge,mta,5,5.35725,45.5475,0.061154,50.9659,1
1000000,merge,mta,5,5.40508,35.3551,0.05844,40.8186,1
1000000,merge,mta,5,5.18466,37.404,0.057087,42.6457,1
1000000,merge,mta,5,5.29358,34.6594,0.057698,40.0107,1
1000000,merge,mta,5,5.31045,35.8755,0.058289,41.2442,1
1000000,merge,mta,5,5.37703,35.7064,0.059281,41.1427,1
1000000,merge,mta,5,5.3699,34.6848,0.059902,40.1146,1
1000000,merge,mta,5,5.33103,35.5052,0.058549,40.8947,1
1000000,merge,mta,5,5.30254,35.3167,0.059702,40.6789,1
1000000,merge,mta,5,5.34305,35.2398,0.105076,40.6879,1
1000000,merge,mta,5,5.26048,34.0917,0.061495,39.4137,1
1000000,merge,mta,5,5.26446,34.1431,0.056596,39.4642,1
1000000,merge,mta,5,5.51128,34.5792,0.057568,40.148,1
1000000,merge,mta,5,5.32483,34.2922,0.062798,39.6798,1
1000000,merge,mta,5,5.29205,35.9113,0.062537,41.2658,1
1000000,merge,mta,5,5.38897,39.6289,0.057618,45.0755,1
1000000,merge,mta,5,5.48356,36.3693,0.055183,41.908,1
1000000,merge,mta,5,5.48654,38.7527,0.111268,44.3505,1
1000000,merge,mta,5,5.73255,35.6193,0.05877,41.4106,1
1000000,merge,mta,5,5.33568,35.1828,0.057037,40.5755,1
1000000,merge,mta,5,5.3631,34.7026,0.059531,40.1253,1
1000000,merge,mta,5,5.37434,37.6719,0.069541,43.1157,1
1000000,merge,mta,5,5.47148,48.6078,0.064681,54.1439,1
1000000,merge,mta,5,5.36133,35.7521,0.058229,41.1716,1
1000000,merge,mta,5,5.32221,34.6482,0.121127,40.0915,1
1000000,merge,mta,5,5.22814,34.1768,0.057567,39.4625,1
1000000,merge,mta,5,5.30891,34.8552,0.107531,40.2717,1
1000000,merge,mta,5,5.42506,34.5522,0.062357,40.0396,1
1000000,merge,mta,5,5.22722,34.2329,0.056806,39.5169,1
1000000,merge,mta,5,5.38946,34.9365,0.059552,40.3856,1
1000000,merge,mta,5,5.28455,34.2895,0.05851,39.6326,1
1000000,merge,mta,5,5.21948,34.377,0.067085,39.6635,1
1000000,merge,mta,5,5.27026,36.3332,0.118302,41.7217,1
1000000,merge,mta,5,5.27576,35.046,0.05883,40.3806,1
1000000,merge,mta,5,5.19783,33.9636,0.057808,39.2192,1
1000000,merge,mta,5,5.2679,34.9333,0.057027,40.2582,1
1000000,merge,mta,5,5.35326,34.1022,0.057628,39.5131,1
1000000,merge,mta,5,5.28477,35.2555,0.058429,40.5987,1
1000000,merge,mta,5,5.21573,34.0848,0.056546,39.3571,1
1000000,merge,mta,5,5.18198,35.3099,0.05897,40.5509,1
1000000,merge,mta,5,5.43851,35.4716,0.056866,40.967,1
1000000,merge,mta,5,5.32744,34.4894,0.066735,39.8836,1
1000000,merge,mta,5,5.32475,34.6648,0.063088,40.0526,1
1000000,merge,mta,5,5.32735,34.8869,0.10696,40.3212,1
1000000,merge,mta,5,5.27971,35.7613,0.0584,41.0994,1
1000000,merge,mta,5,5.15904,34.3046,0.058379,39.522,1
1000000,merge,mta,5,5.42289,34.7801,0.058429,40.2614,1
1000000,merge,mta,5,5.34271,35.7403,0.058059,41.141,1
1000000,merge,mta,5,5.28688,34.0834,0.05892,39.4292,1
1000000,merge,mta,5,5.28587,43.8317,0.063579,49.1812,1
1000000,merge,mta,5,5.30188,35.268,0.057568,40.6275,1
1000000,merge,mta,5,5.17123,34.6209,0.056886,39.849,1
1000000,merge,mta,5,5.18034,34.8426,0.118211,40.1411,1
1000000,merge,mta,5,5.17677,44.723,0.057588,49.9574,1
1000000,merge,mta,5,5.28208,34.1232,0.058219,39.4635,1
1000000,merge,mta,5,5.24254,34.9907,0.107541,40.3408,1
1000000,merge,mta,5,5.27438,33.9423,0.059732,39.2765,1
1000000,merge,mta,5,5.32301,36.1038,0.057457,41.4842,1
1000000,merge,mta,5,5.194,35.2238,0.086642,40.5044,1
1000000,merge,mta,5,5.29267,35.2674,0.055313,40.6154,1
1000000,merge,mta,5,5.2399,34.4624,0.056045,39.7583,1
1000000,merge,mta,5,5.40394,35.1817,0.058309,40.6439,1
1000000,merge,mta,5,5.23498,35.3791,0.058078,40.6722,1
1000000,merge,mta,5,5.22314,33.8902,0.05846,39.1718,1
1000000,merge,mta,5,5.28877,35.5584,0.056295,40.9035,1
1000000,merge,mta,5,5.26369,34.311,0.057538,39.6322,1
1000000,merge,mta,5,5.30644,34.2969,0.05919,39.6626,1
1000000,merge,mta,5,5.40534,35.4099,0.056265,40.8715,1
1000000,merge,mta,5,5.10804,34.226,0.056856,39.3909,1
1000000,merge,mta,5,5.32573,35.0637,0.111428,40.5009,1
1000000,merge,mta,5,5.34443,34.2151,0.05907,39.6186,1
1000000,merge,mta,5,5.16962,34.5738,0.057507,39.8009,1
1000000,merge,mta,5,5.29878,34.2472,0.057758,39.6037,1
1000000,merge,mta,5,5.2017,34.9346,0.057578,40.1939,1
1000000,merge,mta,5,5.39776,34.1199,0.060984,39.5787,1
1000000,merge,mta,5,5.15735,34.7017,0.060454,39.9195,1
1000000,merge,mta,5,5.18113,34.8541,0.056105,40.0913,1
1000000,merge,mta,5,5.23069,35.5214,0.056776,40.8088,1
1000000,merge,mta,5,5.30466,34.7119,0.056105,40.0726,1
1000000,merge,mta,5,5.34633,34.2952,0.060694,39.7023,1
1000000,merge,mta,6,5.38943,30.9991,0.015418,36.4039,1
1000000,merge,mta,6,5.26386,29.8748,0.013064,35.1517,1
1000000,merge,mta,6,5.28323,30.2391,0.013685,35.536,1
1000000,merge,mta,6,5.23893,30.2062,0.012934,35.4581,1
1000000,merge,mta,6,5.24036,30.9448,0.013546,36.1987,1
1000000,merge,mta,6,5.18045,30.6704,0.013957,35.8648,1
1000000,merge,mta,6,5.31542,32.5038,0.015369,37.8346,1
1000000,merge,mta,6,5.31736,31.7452,0.013225,37.0758,1
1000000,merge,mta,6,5.25023,30.007,0.012895,35.2701,1
1000000,merge,mta,6,5.21668,29.7167,0.013515,34.9469,1
1000000,merge,mta,6,5.24762,30.1251,0.014538,35.3872,1
