InputSize,Algorithm,Type,ThreadCount,TimeGenData,TimeSort,TimeVerify,TimeTotal,IsSorted
1000000,merge,mta,6,5.2245,30.429,0.013225,35.6667,1
1000000,merge,mta,6,5.21042,30.3185,0.012964,35.5419,1
1000000,merge,mta,6,5.17192,35.3997,0.016431,40.5881,1
1000000,merge,mta,6,5.30934,30.4632,0.013826,35.7863,1
1000000,merge,mta,6,5.15577,30.1653,0.013966,35.3351,1
1000000,merge,mta,6,5.22451,30.5152,0.011933,35.7517,1
1000000,merge,mta,6,5.17002,30.3068,0.014116,35.491,1
1000000,merge,mta,6,5.21761,30.2624,0.013375,35.4934,1
1000000,merge,mta,6,5.14616,30.0919,0.013596,35.2516,1
1000000,merge,mta,6,5.20173,30.9911,0.013595,36.2064,1
1000000,merge,mta,6,5.18694,30.3645,0.013525,35.565,1
1000000,merge,mta,6,5.20405,30.4844,0.013766,35.7023,1
1000000,merge,mta,6,5.22128,30.4446,0.013705,35.6796,1
1000000,merge,mta,6,5.23314,29.9448,0.014056,35.192,1
1000000,merge,mta,6,5.16141,29.5395,0.014587,34.7155,1
1000000,merge,mta,6,5.24064,30.2981,0.013766,35.5525,1
1000000,merge,mta,6,5.41556,30.3256,0.013856,35.755,1
1000000,merge,mta,6,5.2239,30.2477,0.013586,35.4852,1
1000000,merge,mta,6,5.24223,30.0819,0.013646,35.3378,1
1000000,merge,mta,6,5.12275,29.9608,0.013866,35.0974,1
1000000,merge,mta,6,5.42086,30.3333,0.013997,35.7681,1
1000000,merge,mta,6,5.1913,30.3636,0.013475,35.5684,1
1000000,merge,mta,6,5.25929,30.5311,0.013846,35.8043,1
1000000,merge,mta,6,5.24434,30.0105,0.013996,35.2688,1
1000000,merge,mta,6,5.34449,30.7256,0.013786,36.0838,1
1000000,merge,mta,6,5.20997,30.6417,0.013765,35.8654,1
1000000,merge,mta,6,5.20782,31.284,0.013645,36.5054,1
1000000,merge,mta,6,5.24556,29.9407,0.013836,35.2001,1
1000000,merge,mta,6,5.36334,34.4385,0.014057,39.8159,1
1000000,merge,mta,6,5.19136,30.5527,0.013956,35.758,1
1000000,merge,mta,6,5.27707,30.3606,0.013525,35.6512,1
1000000,merge,mta,6,5.19501,30.1357,0.013756,35.3445,1
1000000,merge,mta,6,5.31097,29.727,0.014317,35.0523,1
1000000,merge,mta,6,5.24169,30.0456,0.013946,35.3013,1
1000000,merge,mta,6,5.38414,30.2344,0.014067,35.6326,1
1000000,merge,mta,6,5.21402,30.0267,0.013325,35.2541,1
1000000,merge,mta,6,5.45445,30.4298,0.014106,35.8984,1
1000000,merge,mta,6,5.25681,30.3733,0.013625,35.6438,1
1000000,merge,mta,6,5.25081,31.8485,0.014146,37.1135,1
1000000,merge,mta,6,5.13746,29.9194,0.013355,35.0702,1
1000000,merge,mta,6,5.24732,31.1577,0.013074,36.4181,1
1000000,merge,mta,6,5.17493,30.2828,0.013105,35.4708,1
1000000,merge,mta,6,5.42169,31.4276,0.014537,36.8638,1
1000000,merge,mta,6,5.3268,30.3071,0.013365,35.6472,1
1000000,merge,mta,6,5.2406,30.2219,0.013806,35.4763,1
1000000,merge,mta,6,5.19122,30.1855,0.013886,35.3906,1
1000000,merge,mta,6,5.19594,30.4893,0.013074,35.6984,1
1000000,merge,mta,6,5.32501,32.3203,0.013184,37.6585,1
1000000,merge,mta,6,5.5766,30.6286,0.013265,36.2185,1
1000000,merge,mta,6,5.26954,30.1635,0.013495,35.4465,1
1000000,merge,mta,6,5.15297,30.559,0.013625,35.7256,1
1000000,merge,mta,6,5.26433,30.4087,0.012784,35.6858,1
1000000,merge,mta,6,5.22153,30.6443,0.014076,35.8799,1
1000000,merge,mta,6,5.19616,30.5954,0.012514,35.8041,1
1000000,merge,mta,6,5.31926,30.659,0.013906,35.9921,1
1000000,merge,mta,6,5.17251,30.0259,0.016681,35.2151,1
1000000,merge,mta,6,5.2751,30.6174,0.013315,35.9058,1
1000000,merge,mta,6,5.25222,32.1974,0.013616,37.4633,1
1000000,merge,mta,6,5.22302,30.5961,0.012895,35.832,1
1000000,merge,mta,6,5.17693,30.0078,0.020258,35.205,1
1000000,merge,mta,6,5.18113,32.224,0.012955,37.4181,1
1000000,merge,mta,6,5.24731,30.0998,0.013606,35.3607,1
1000000,merge,mta,6,5.23356,30.8494,0.013686,36.0967,1
1000000,merge,mta,6,5.23341,30.2648,0.013816,35.512,1
1000000,merge,mta,6,5.6461,30.4666,0.013195,36.1258,1
1000000,merge,mta,6,5.21638,30.6687,0.013866,35.899,1
1000000,merge,mta,6,5.19297,30.1084,0.013005,35.3144,1
1000000,merge,mta,6,5.21442,29.7614,0.013345,34.9892,1
1000000,merge,mta,6,5.19614,30.1577,0.013655,35.3675,1
1000000,merge,mta,6,5.32682,30.0274,0.013455,35.3677,1
1000000,merge,mta,6,5.18077,29.8042,0.014117,34.9991,1
1000000,merge,mta,6,5.19599,30.5229,0.013916,35.7328,1
1000000,merge,mta,6,5.24418,30.332,0.013996,35.5902,1
1000000,merge,mta,6,5.25329,30.4234,0.013856,35.6906,1
1000000,merge,mta,6,5.24648,29.7565,0.013625,35.0166,1
1000000,merge,mta,6,5.15843,34.0202,0.013936,39.1926,1
1000000,merge,mta,6,5.31017,29.8315,0.013876,35.1556,1
1000000,merge,mta,6,5.25185,30.2218,0.013004,35.4867,1
1000000,merge,mta,6,5.14493,29.8451,0.014828,35.0049,1
1000000,merge,mta,6,5.30338,31.428,0.013535,36.7449,1
1000000,merge,mta,6,5.30451,30.0551,0.013835,35.3734,1
1000000,merge,mta,6,5.18016,30.2306,0.013946,35.4247,1
1000000,merge,mta,6,5.24689,30.221,0.012895,35.4808,1
1000000,merge,mta,6,5.19632,30.4798,0.014336,35.6904,1
1000000,merge,mta,6,5.16042,30.2153,0.014697,35.3904,1
1000000,merge,mta,6,5.32708,30.1486,0.014557,35.4902,1
1000000,merge,mta,6,5.31696,30.9353,0.013716,36.266,1
1000000,merge,mta,6,5.11827,29.9093,0.013406,35.0409,1
1000000,merge,mta,6,5.20733,30.1103,0.013646,35.3313,1
1000000,merge,mta,7,5.23382,29.5467,0.013406,34.7939,1
1000000,merge,mta,7,5.23696,28.3093,0.013966,33.5602,1
1000000,merge,mta,7,5.24382,28.1785,0.017412,33.4397,1
1000000,merge,mta,7,5.26872,28.0981,0.01583,33.3827,1
1000000,merge,mta,7,5.2466,28.2201,0.014287,33.481,1
1000000,merge,mta,7,5.16101,27.3025,0.014296,32.4778,1
1000000,merge,mta,7,5.23201,28.291,0.012223,33.5352,1
1000000,merge,mta,7,5.25612,28.203,0.013575,33.4727,1
1000000,merge,mta,7,5.24032,28.9286,0.014207,34.1831,1
1000000,merge,mta,7,5.20066,28.4763,0.013726,33.6907,1
1000000,merge,mta,7,5.20841,28.9017,0.011872,34.122,1
1000000,merge,mta,7,5.49109,29.4765,0.013536,34.9811,1
1000000,merge,mta,7,5.19332,28.349,0.014126,33.5564,1
1000000,merge,mta,7,5.19301,27.9246,0.014036,33.1316,1
1000000,merge,mta,7,5.15299,28.5524,0.014096,33.7195,1
1000000,merge,mta,7,5.0988,28.4273,0.017312,33.5435,1
1000000,merge,mta,7,5.29438,29.7072,0.013455,35.015,1
1000000,merge,mta,7,5.17515,28.7642,0.014237,33.9536,1
1000000,merge,mta,7,5.28032,28.5131,0.013615,33.807,1
1000000,merge,mta,7,5.28979,28.0034,0.016161,33.3094,1
1000000,merge,mta,7,5.15171,27.9315,0.014938,33.0981,1
1000000,merge,mta,7,5.32369,27.7483,0.013716,33.0857,1
1000000,merge,mta,7,5.38241,28.3529,0.013716,33.749,1
1000000,merge,mta,7,5.34945,29.15,0.014507,34.5139,1
1000000,merge,mta,7,5.26695,28.9681,0.017392,34.2525,1
1000000,merge,mta,7,5.23308,28.3863,0.014126,33.6335,1
1000000,merge,mta,7,5.27578,28.5887,0.013916,33.8784,1
1000000,merge,mta,7,5.19477,28.7621,0.012824,33.9697,1
1000000,merge,mta,7,5.24783,27.618,0.013295,32.8791,1
1000000,merge,mta,7,5.26184,28.0131,0.014186,33.2891,1
1000000,merge,mta,7,5.23308,27.6953,0.014067,32.9424,1
1000000,merge,mta,7,5.2251,27.466,0.013906,32.705,1
1000000,merge,mta,7,5.28406,28.1277,0.014327,33.4261,1
1000000,merge,mta,7,5.27625,28.885,0.014197,34.1754,1
1000000,merge,mta,7,5.16037,27.7244,0.014086,32.8989,1
1000000,merge,mta,7,5.31685,27.9444,0.018424,33.2797,1
1000000,merge,mta,7,5.20519,27.1486,0.013806,32.3676,1
1000000,merge,mta,7,5.18344,28.7534,0.013716,33.9505,1
1000000,merge,mta,7,5.32784,27.8403,0.013565,33.1817,1
1000000,merge,mta,7,5.48763,28.565,0.014137,34.0668,1
1000000,merge,mta,7,5.30349,27.0674,0.015158,32.3861,1
1000000,merge,mta,7,5.13958,28.3401,0.014768,33.4944,1
1000000,merge,mta,7,5.28479,28.6765,0.014557,33.9758,1
1000000,merge,mta,7,5.26549,30.9893,0.014877,36.2696,1
1000000,merge,mta,7,6.17491,28.7111,0.013715,34.8997,1
1000000,merge,mta,7,5.32955,28.3295,0.014337,33.6734,1
1000000,merge,mta,7,5.34529,27.8793,0.013265,33.2378,1
1000000,merge,mta,7,5.23769,28.2062,0.016561,33.4604,1
1000000,merge,mta,7,5.36332,28.2803,0.013605,33.6572,1
1000000,merge,mta,7,5.1939,29.4196,0.016571,34.6301,1
1000000,merge,mta,7,5.42818,28.6217,0.013736,34.0636,1
1000000,merge,mta,7,5.41131,27.6836,0.014046,33.109,1
1000000,merge,mta,7,5.34667,27.8595,0.013776,33.22,1
1000000,merge,mta,7,5.24817,28.6871,0.013145,33.9485,1
1000000,merge,mta,7,5.30175,28.5354,0.014206,33.8513,1
1000000,merge,mta,7,5.2657,28.7546,0.013786,34.0341,1
1000000,merge,mta,7,5.30998,28.578,0.013806,33.9018,1
1000000,merge,mta,7,5.31586,30.5714,0.014337,35.9016,1
1000000,merge,mta,7,5.30521,27.9992,0.015428,33.3198,1
1000000,merge,mta,7,5.43355,28.616,0.013805,34.0633,1
1000000,merge,mta,7,5.44728,28.0055,0.014016,33.4668,1
1000000,merge,mta,7,5.26434,28.5078,0.014277,33.7864,1
1000000,merge,mta,7,5.42782,28.13,0.014277,33.5721,1
1000000,merge,mta,7,5.1825,27.5892,0.013987,32.7857,1
1000000,merge,mta,7,5.33472,27.5479,0.013725,32.8964,1
1000000,merge,mta,7,5.27446,36.4958,0.014177,41.7844,1
1000000,merge,mta,7,5.41385,28.0708,0.013875,33.4985,1
1000000,merge,mta,7,5.2973,28.7042,0.012764,34.0143,1
1000000,merge,mta,7,5.2049,28.7582,0.013696,33.9768,1
1000000,merge,mta,7,5.29711,30.9046,0.013716,36.2154,1
1000000,merge,mta,7,5.25183,28.5809,0.013525,33.8462,1
1000000,merge,mta,7,5.32272,29.4077,0.017613,34.748,1
1000000,merge,mta,7,5.25255,28.8901,0.014087,34.1568,1
1000000,merge,mta,7,5.59848,27.6427,0.014757,33.256,1
1000000,merge,mta,7,5.2866,28.1237,0.013676,33.424,1
1000000,merge,mta,7,5.34215,27.7176,0.018815,33.0786,1
1000000,merge,mta,7,5.35151,31.126,0.014036,36.4915,1
1000000,merge,mta,7,5.34011,27.3769,0.018074,32.7351,1
1000000,merge,mta,7,5.41611,28.8323,0.017172,34.2656,1
1000000,merge,mta,7,5.44555,27.6533,0.013785,33.1126,1
1000000,merge,mta,7,5.23176,29.6511,0.012223,34.8951,1
1000000,merge,mta,7,5.24518,28.3202,0.014307,33.5797,1
1000000,merge,mta,7,5.21619,29.4603,0.017743,34.6942,1
1000000,merge,mta,7,5.34453,29.3258,0.016712,34.6871,1
1000000,merge,mta,7,5.23737,28.8731,0.014477,34.1249,1
1000000,merge,mta,7,5.26425,28.5713,0.013205,33.8487,1
1000000,merge,mta,7,5.29249,27.828,0.013855,33.1343,1
1000000,merge,mta,7,5.38216,28.6332,0.014046,34.0294,1
1000000,merge,mta,7,5.22951,28.7646,0.013976,34.0081,1
1000000,merge,mta,7,5.52324,28.1233,0.014427,33.661,1
1000000,merge,mta,7,5.22356,28.6085,0.012864,33.845,1
1000000,merge,mta,7,5.39164,27.7308,0.014347,33.1368,1
1000000,merge,mta,7,5.26027,27.4676,0.013495,32.7414,1
1000000,merge,mta,7,5.25673,28.2349,0.018324,33.51,1
1000000,merge,mta,7,5.35269,28.6366,0.014678,34.0039,1
1000000,merge,mta,7,5.35231,28.4576,0.01618,33.8261,1
1000000,merge,mta,7,5.32635,28.5385,0.013896,33.8788,1
1000000,merge,mta,7,5.19312,28.6678,0.013605,33.8745,1
1000000,merge,mta,7,5.40388,28.4113,0.013646,33.8288,1
1000000,merge,mta,7,5.25671,28.1961,0.013656,33.4664,1
1000000,merge,mta,8,5.33985,23.9836,0.016882,29.3403,1
1000000,merge,mta,8,5.31618,24.2035,0.015759,29.5354,1
1000000,merge,mta,8,5.21277,23.9622,0.013696,29.1886,1
1000000,merge,mta,8,5.19719,26.6035,0.013786,31.8145,1
1000000,merge,mta,8,5.24778,24.387,0.017373,29.6522,1
1000000,merge,mta,8,5.27529,24.3948,0.012864,29.683,1
1000000,merge,mta,8,5.21841,24.3477,0.014106,29.5802,1
1000000,merge,mta,8,5.27825,23.7753,0.013015,29.0665,1
1000000,merge,mta,8,5.22634,23.7121,0.014247,28.9527,1
1000000,merge,mta,8,5.23124,24.1973,0.013575,29.4421,1
1000000,merge,mta,8,5.24547,24.3543,0.013325,29.6131,1
1000000,merge,mta,8,5.24962,24.3747,0.012884,29.6372,1
1000000,merge,mta,8,5.2314,23.6981,0.013745,28.9433,1
1000000,merge,mta,8,5.30127,24.5059,0.01598,29.8231,1
1000000,merge,mta,8,5.2127,23.8981,0.013876,29.1247,1
1000000,merge,mta,8,5.1558,24.5005,0.013695,29.67,1
1000000,merge,mta,8,5.1932,23.5656,0.016772,28.7756,1
1000000,merge,mta,8,5.27423,23.4382,0.015189,28.7277,1
1000000,merge,mta,8,5.17219,22.844,0.014357,28.0306,1
1000000,merge,mta,8,5.24709,23.9612,0.016622,29.2249,1
1000000,merge,mta,8,5.13879,23.8498,0.013815,29.0025,1
1000000,merge,mta,8,5.2283,23.9212,0.013415,29.163,1
1000000,merge,mta,8,5.39302,30.0424,0.017733,35.4531,1
1000000,merge,mta,8,5.2925,24.1793,0.012113,29.4839,1
1000000,merge,mta,8,5.48699,24.1602,0.013836,29.661,1
1000000,merge,mta,8,5.20052,24.2491,0.013716,29.4633,1
1000000,merge,mta,8,5.22165,24.4134,0.017112,29.6522,1
1000000,merge,mta,8,5.27146,23.6875,0.013485,28.9724,1
1000000,merge,mta,8,5.26081,24.2487,0.013355,29.5229,1
1000000,merge,mta,8,5.26094,23.7495,0.013755,29.0242,1
1000000,merge,mta,8,5.3214,24.1616,0.016581,29.4996,1
1000000,merge,mta,8,5.22349,24.3788,0.016771,29.6191,1
1000000,merge,mta,8,5.20839,23.7368,0.012984,28.9581,1
1000000,merge,mta,8,5.20815,26.9486,0.013495,32.1702,1
1000000,merge,mta,8,5.2403,24.0899,0.016401,29.3466,1
1000000,merge,mta,8,5.21748,23.5178,0.014066,28.7493,1
1000000,merge,mta,8,5.17101,23.76,0.013365,28.9444,1
1000000,merge,mta,8,5.2606,23.5189,0.013084,28.7926,1
1000000,merge,mta,8,5.24746,23.7835,0.01632,29.0472,1
1000000,merge,mta,8,5.1802,23.8142,0.013736,29.0081,1
1000000,merge,mta,8,5.18692,24.1787,0.016441,29.3821,1
1000000,merge,mta,8,5.2523,23.7715,0.013505,29.0373,1
1000000,merge,mta,8,5.14623,23.5188,0.013856,28.6789,1
1000000,merge,mta,8,5.19931,24.4379,0.013636,29.6509,1
1000000,merge,mta,8,5.26599,29.7709,0.013556,35.0504,1
1000000,merge,mta,8,5.17313,23.5136,0.013585,28.7003,1
1000000,merge,mta,8,5.17657,23.8696,0.014176,29.0603,1
1000000,merge,mta,8,5.14082,24.3568,0.013806,29.5114,1
1000000,merge,mta,8,5.1424,24.4044,0.015098,29.5619,1
1000000,merge,mta,8,5.25582,28.2136,0.013806,33.4832,1
1000000,merge,mta,8,5.13675,23.5925,0.013746,28.743,1
1000000,merge,mta,8,5.20046,27.6827,0.014087,32.8973,1
1000000,merge,mta,8,5.17376,23.8743,0.013565,29.0617,1
1000000,merge,mta,8,5.14679,24.6434,0.012553,29.8027,1
1000000,merge,mta,8,5.13233,23.6248,0.016251,28.7734,1
1000000,merge,mta,8,5.33888,24.5688,0.012333,29.92,1
1000000,merge,mta,8,5.23422,24.434,0.013756,29.682,1
1000000,merge,mta,8,5.19653,23.5727,0.013676,28.7829,1
1000000,merge,mta,8,5.24707,23.5636,0.012654,28.8234,1
1000000,merge,mta,8,5.2868,23.8349,0.016741,29.1384,1
1000000,merge,mta,8,5.2272,24.5146,0.014227,29.756,1
1000000,merge,mta,8,5.15196,24.4045,0.017272,29.5737,1
1000000,merge,mta,8,5.32274,23.698,0.013656,29.0344,1
1000000,merge,mta,8,5.11931,24.2632,0.01596,29.3985,1
1000000,merge,mta,8,5.2727,24.4503,0.020328,29.7433,1
1000000,merge,mta,8,5.30871,26.6528,0.013635,31.9752,1
1000000,merge,mta,8,5.23285,23.5165,0.013726,28.7631,1
1000000,merge,mta,8,5.19985,24.22,0.013636,29.4335,1
1000000,merge,mta,8,5.21174,24.3754,0.01639,29.6035,1
1000000,merge,mta,8,5.20857,23.4492,0.017112,28.6749,1
1000000,merge,mta,8,5.20622,29.6264,0.014157,34.8468,1
1000000,merge,mta,8,5.16733,24.3384,0.013615,29.5194,1
1000000,merge,mta,8,5.30379,24.3211,0.014277,29.6391,1
1000000,merge,mta,8,5.12638,23.628,0.013305,28.7677,1
1000000,merge,mta,8,5.17472,24.5208,0.014216,29.7097,1
1000000,merge,mta,8,5.29851,23.586,0.015739,28.9002,1
1000000,merge,mta,8,5.21275,23.6931,0.013646,28.9195,1
1000000,merge,mta,8,5.22767,23.6762,0.013786,28.9177,1
1000000,merge,mta,8,5.12615,23.7759,0.014006,28.916,1
1000000,merge,mta,8,5.19375,24.0404,0.017162,29.2513,1
1000000,merge,mta,8,5.22577,24.4748,0.013936,29.7145,1
1000000,merge,mta,8,5.2022,23.7052,0.013325,28.9207,1
1000000,merge,mta,8,5.25295,23.544,0.013746,28.8107,1
1000000,merge,mta,8,5.19371,26.0292,0.016732,31.2396,1
1000000,merge,mta,8,5.30568,29.3199,0.013585,34.6392,1
1000000,merge,mta,8,5.19455,23.757,0.014156,28.9657,1
1000000,merge,mta,8,5.23958,24.8394,0.013425,30.0924,1
1000000,merge,mta,8,5.15885,24.5416,0.013786,29.7142,1
1000000,merge,mta,8,5.28553,24.5292,0.043551,29.8583,1
1000000,merge,mta,8,5.25553,27.4014,0.013415,32.6704,1
1000000,merge,mta,8,5.22388,23.593,0.013675,28.8305,1
1000000,merge,mta,8,5.21113,23.6296,0.013375,28.8542,1
1000000,merge,mta,8,5.2646,23.8348,0.016972,29.1164,1
1000000,merge,mta,8,5.23066,23.8557,0.013976,29.1003,1
1000000,merge,mta,8,5.22303,23.9779,0.013806,29.2147,1
1000000,merge,mta,8,5.24557,23.9117,0.013936,29.1712,1
1000000,merge,mta,8,5.23573,23.9302,0.017272,29.1832,1
1000000,merge,mta,8,5.22557,24.2887,0.013284,29.5275,1
1000000,merge,mta,8,5.33957,24.24,0.013195,29.5928,1
1000000,merge,mta,8,5.30368,24.3626,0.013405,29.6797,1
1000000,merge,mta,9,5.25138,27.8815,0.037229,33.1701,1
1000000,merge,mta,9,5.3363,27.4577,0.036038,32.83,1
1000000,merge,mta,9,5.25475,27.7729,0.036338,33.064,1
1000000,merge,mta,9,5.50219,27.7698,0.03732,33.3093,1
1000000,merge,mta,9,5.26069,27.618,0.035757,32.9145,1
1000000,merge,mta,9,5.15396,27.687,0.035697,32.8767,1
1000000,merge,mta,9,5.34759,27.7603,0.036579,33.1445,1
1000000,merge,mta,9,5.2807,27.5989,0.035687,32.9153,1
1000000,merge,mta,9,5.24682,27.9675,0.03736,33.2517,1
1000000,merge,mta,9,5.14655,28.2319,0.035116,33.4135,1
1000000,merge,mta,9,5.24554,27.5569,0.035696,32.8381,1
1000000,merge,mta,9,5.19875,26.686,0.035857,31.9206,1
1000000,merge,mta,9,5.26638,28.8801,0.036298,34.1828,1
1000000,merge,mta,9,5.28051,27.8113,0.037571,33.1294,1
1000000,merge,mta,9,5.23308,26.9746,0.036739,32.2444,1
1000000,merge,mta,9,5.36392,27.4182,0.036989,32.8191,1
1000000,merge,mta,9,5.26394,27.539,0.036308,32.8393,1
1000000,merge,mta,9,5.26767,27.6985,0.036699,33.0028,1
1000000,merge,mta,9,5.26732,27.492,0.034935,32.7942,1
1000000,merge,mta,9,5.28996,27.7828,0.036308,33.1091,1
1000000,merge,mta,9,5.26201,27.4377,0.034485,32.7342,1
1000000,merge,mta,9,5.26062,28.418,0.036889,33.7155,1
1000000,merge,mta,9,5.28923,27.6596,0.036738,32.9856,1
1000000,merge,mta,9,5.28348,27.9998,0.036308,33.3196,1
1000000,merge,mta,9,5.30002,27.6899,0.036688,33.0266,1
1000000,merge,mta,9,5.26413,27.938,0.034895,33.237,1
1000000,merge,mta,9,5.32757,27.2041,0.037129,32.5688,1
1000000,merge,mta,9,5.35485,27.6861,0.036799,33.0777,1
1000000,merge,mta,9,5.34044,27.5868,0.036789,32.964,1
1000000,merge,mta,9,5.32631,27.9712,0.035056,33.3326,1
1000000,merge,mta,9,5.31397,27.4837,0.036568,32.8342,1
1000000,merge,mta,9,5.3229,27.5934,0.035447,32.9517,1
1000000,merge,mta,9,5.27694,27.4399,0.037119,32.754,1
1000000,merge,mta,9,5.54065,28.0485,0.036639,33.6258,1
1000000,merge,mta,9,5.35073,27.1403,0.037601,32.5287,1
1000000,merge,mta,9,5.2816,27.7318,0.036688,33.0501,1
1000000,merge,mta,9,5.30612,27.3348,0.03719,32.6781,1
1000000,merge,mta,9,5.29793,27.2224,0.042941,32.5633,1
1000000,merge,mta,9,5.27052,27.6261,0.036518,32.9331,1
1000000,merge,mta,9,5.2981,28.5504,0.035326,33.8838,1
1000000,merge,mta,9,5.36727,26.9936,0.035897,32.3967,1
1000000,merge,mta,9,5.26714,27.8208,0.037911,33.1259,1
1000000,merge,mta,9,5.54568,27.6378,0.035306,33.2188,1
1000000,merge,mta,9,5.23534,27.8541,0.0377,33.1271,1
1000000,merge,mta,9,5.31891,26.945,0.038031,32.302,1
1000000,merge,mta,9,5.26615,27.7086,0.036257,33.011,1
1000000,merge,mta,9,5.40987,27.5396,0.038482,32.9879,1
1000000,merge,mta,9,5.25297,27.7561,0.036909,33.0459,1
1000000,merge,mta,9,5.29929,27.3433,0.036068,32.6786,1
1000000,merge,mta,9,5.30607,27.7243,0.036809,33.0672,1
1000000,merge,mta,9,5.29069,27.3118,0.037771,32.6402,1
1000000,merge,mta,9,5.34011,26.7914,0.036709,32.1682,1
1000000,merge,mta,9,5.28614,28.1086,0.037019,33.4317,1
1000000,merge,mta,9,5.34275,27.4941,0.033483,32.8703,1
1000000,merge,mta,9,5.31942,27.5323,0.036809,32.8885,1
1000000,merge,mta,9,5.19769,27.7061,0.036307,32.9401,1
1000000,merge,mta,9,5.30071,26.6561,0.03777,31.9946,1
1000000,merge,mta,9,5.2913,27.3363,0.036679,32.6642,1
1000000,merge,mta,9,5.18208,27.6028,0.036288,32.8212,1
1000000,merge,mta,9,5.263,27.7527,0.036859,33.0526,1
1000000,merge,mta,9,5.30418,28.5881,0.037189,33.9294,1
1000000,merge,mta,9,5.38171,27.9116,0.036949,33.3303,1
1000000,merge,mta,9,5.27128,28.4147,0.036769,33.7228,1
1000000,merge,mta,9,5.20125,27.9153,0.03737,33.1539,1
1000000,merge,mta,9,5.22676,26.6643,0.036278,31.9274,1
1000000,merge,mta,9,5.21933,27.5987,0.036348,32.8544,1
1000000,merge,mta,9,5.35663,27.4546,0.03696,32.8482,1
1000000,merge,mta,9,5.24352,27.6899,0.036539,32.97,1
1000000,merge,mta,9,5.36994,26.587,0.037079,31.994,1
1000000,merge,mta,9,5.26047,29.0104,0.036588,34.3075,1
1000000,merge,mta,9,5.51143,27.5672,0.036408,33.115,1
1000000,merge,mta,9,5.29835,27.5732,0.03781,32.9093,1
1000000,merge,mta,9,5.34817,28.2919,0.03713,33.6772,1
1000000,merge,mta,9,5.33484,31.7262,0.040155,37.1012,1
1000000,merge,mta,9,5.90824,27.2174,0.035366,33.161,1
1000000,merge,mta,9,5.1488,28.068,0.035066,33.2518,1
1000000,merge,mta,9,5.19843,27.9526,0.037029,33.1881,1
1000000,merge,mta,9,5.2831,27.7955,0.037179,33.1158,1
1000000,merge,mta,9,5.36024,27.1629,0.03753,32.5607,1
1000000,merge,mta,9,5.85848,28.0524,0.036608,33.9475,1
1000000,merge,mta,9,5.33864,27.6755,0.036929,33.051,1
1000000,merge,mta,9,5.34121,27.4414,0.035918,32.8185,1
1000000,merge,mta,9,5.31151,26.6432,0.036849,31.9915,1
1000000,merge,mta,9,5.21892,27.494,0.035777,32.7487,1
1000000,merge,mta,9,5.26813,27.6513,0.035797,32.9552,1
1000000,merge,mta,9,5.19003,26.9807,0.036709,32.2075,1
1000000,merge,mta,9,5.32942,27.6829,0.03764,33.05,1
1000000,merge,mta,9,5.17282,28.6266,0.036217,33.8356,1
1000000,merge,mta,9,5.2569,28.5253,0.035977,33.8182,1
1000000,merge,mta,9,5.26209,27.4784,0.035977,32.7765,1
1000000,merge,mta,9,5.24227,28.1445,0.036999,33.4237,1
1000000,merge,mta,9,5.36594,27.6259,0.036177,33.0281,1
1000000,merge,mta,9,5.37399,27.4124,0.034384,32.8207,1
1000000,merge,mta,9,5.28146,27.3125,0.035326,32.6293,1
1000000,merge,mta,9,5.36015,27.4323,0.036218,32.8286,1
1000000,merge,mta,9,5.38687,26.6713,0.036478,32.0947,1
1000000,merge,mta,9,5.30425,27.3812,0.035797,32.7213,1
1000000,merge,mta,9,5.46358,28.3252,0.04294,33.8317,1
1000000,merge,mta,9,5.38042,27.1347,0.03755,32.5527,1
1000000,merge,mta,9,5.21153,29.4449,0.036658,34.6931,1
1000000,merge,mta,10,5.33094,25.9219,0.016782,31.2696,1
1000000,merge,mta,10,5.25907,25.3412,0.012824,30.6131,1
1000000,merge,mta,10,5.19363,25.4157,0.013245,30.6226,1
1000000,merge,mta,10,5.30865,24.7947,0.012734,30.116,1
1000000,merge,mta,10,5.26182,25.6255,0.013635,30.901,1
1000000,merge,mta,10,5.38951,25.2133,0.013395,30.6162,1
1000000,merge,mta,10,5.27225,25.2394,0.013365,30.525,1
1000000,merge,mta,10,5.28342,25.2632,0.013054,30.5597,1
1000000,merge,mta,10,5.29233,25.3684,0.013816,30.6745,1
1000000,merge,mta,10,5.35102,25.2077,0.011862,30.5706,1
1000000,merge,mta,10,5.32995,25.0678,0.013305,30.411,1
1000000,merge,mta,10,5.31427,25.6208,0.015189,30.9502,1
1000000,merge,mta,10,5.22946,25.3891,0.013866,30.6324,1
1000000,merge,mta,10,5.34852,25.2817,0.014337,30.6445,1
1000000,merge,mta,10,5.41448,25.4956,0.013455,30.9236,1
1000000,merge,mta,10,5.49716,26.0902,0.013615,31.601,1
1000000,merge,mta,10,5.23088,25.3617,0.013535,30.6061,1
1000000,merge,mta,10,5.3277,25.2328,0.013656,30.5742,1
1000000,merge,mta,10,5.32917,25.1822,0.013545,30.5249,1
1000000,merge,mta,10,5.40418,25.2724,0.014067,30.6907,1
1000000,merge,mta,10,5.20622,25.5621,0.013094,30.7814,1
1000000,merge,mta,10,5.36563,25.3522,0.014577,30.7324,1
1000000,merge,mta,10,5.24267,25.3507,0.013676,30.6071,1
1000000,merge,mta,10,5.36064,25.23,0.013345,30.604,1
